loss_train,accuracy_train,loss_val,accuracy_val
2.3690450191497803,0.1041666641831398,2.303593635559082,0.1041666641831398
2.298842668533325,0.1041666641831398,2.3064358234405518,0.1041666641831398
2.2629077434539795,0.1041666641831398,2.307302951812744,0.1041666641831398
2.259631395339966,0.1041666641831398,2.3122832775115967,0.1041666641831398
2.231902599334717,0.1041666641831398,2.320173740386963,0.1041666641831398
2.2377679347991943,0.1041666641831398,2.302412509918213,0.1041666641831398
2.2480013370513916,0.1041666641831398,2.3043041229248047,0.1041666641831398
2.2611687183380127,0.02083333395421505,2.301265001296997,0.1041666641831398
2.292463779449463,0.02083333395421505,2.2996604442596436,0.1041666641831398
2.270620822906494,0.1041666641831398,2.3010079860687256,0.1041666641831398
2.2455625534057617,0.1041666641831398,2.315906286239624,0.1145833358168602
2.2344629764556885,0.0520833320915699,2.3159375190734863,0.1041666641831398
2.2797977924346924,0.02083333395421505,2.311662435531616,0.1041666641831398
2.281479597091675,0.02083333395421505,2.3147428035736084,0.1041666641831398
2.291968584060669,0.0,2.3066041469573975,0.1041666641831398
2.2816827297210693,0.015625,2.322904109954834,0.1041666641831398
2.3183071613311768,0.0,2.320629835128784,0.1041666641831398
2.2654240131378174,0.0,2.3292312622070312,0.1041666641831398
2.2832348346710205,0.0416666679084301,2.332825183868408,0.1041666641831398
