loss_train,accuracy_train,loss_val,accuracy_val,loss_val_scaled,accuracy_val_sampleweighted
2.3043482303619385,0.016042781993746758,2.302568197250366,0.10101009905338287,2.826843738555908,0.10000000149011612
2.3014614582061768,0.10695187002420425,2.3025100231170654,0.11363636702299118,2.3725106716156006,0.10000000149011612
2.302206516265869,0.06611570715904236,2.3025267124176025,0.13005051016807556,2.3177433013916016,0.11999999731779099
2.302924156188965,0.0,2.3025567531585693,0.11363636702299118,2.3152692317962646,0.10000000149011612
2.3031680583953857,0.013774105347692966,2.302565813064575,0.11363636702299118,2.3082163333892822,0.10000000149011612
2.3031246662139893,0.013774105347692966,2.3025553226470947,0.11363636702299118,2.304518461227417,0.10000000149011612
2.303029775619507,0.0,2.3025424480438232,0.11363636702299118,2.3035569190979004,0.10000000149011612
2.3029823303222656,0.0,2.302537202835083,0.09090909361839294,2.3036208152770996,0.07999999821186066
2.302978754043579,0.0,2.3025381565093994,0.11363636702299118,2.3038313388824463,0.10000000149011612
2.3029894828796387,0.0,2.3025410175323486,0.11363636702299118,2.303928852081299,0.10000000149011612
2.302996873855591,0.0,2.3025426864624023,0.11363636702299118,2.303942918777466,0.10000000149011612
2.3029985427856445,0.0,2.3025429248809814,0.11363636702299118,2.3039348125457764,0.10000000149011612
2.302997589111328,0.0,2.3025426864624023,0.11363636702299118,2.303931474685669,0.10000000149011612
2.3029966354370117,0.0,2.3025424480438232,0.11363636702299118,2.3039350509643555,0.10000000149011612
2.3029961585998535,0.0,2.3025424480438232,0.11363636702299118,2.3039402961730957,0.10000000149011612
2.3029959201812744,0.0,2.3025426864624023,0.11363636702299118,2.3039448261260986,0.10000000149011612
2.3029959201812744,0.0,2.3025426864624023,0.11363636702299118,2.3039486408233643,0.10000000149011612
