loss_train,accuracy_train,loss_val,accuracy_val
2.3053646087646484,0.11019284278154373,2.3024091720581055,0.11363636702299118
2.302889347076416,0.11019284278154373,2.302361249923706,0.11363636702299118
2.302694082260132,0.11019284278154373,2.3023507595062256,0.11363636702299118
2.302649736404419,0.11019284278154373,2.3023488521575928,0.11363636702299118
2.302640199661255,0.11019284278154373,2.302349090576172,0.11363636702299118
2.302639961242676,0.11019284278154373,2.302349805831909,0.11363636702299118
2.302642822265625,0.11019284278154373,2.3023507595062256,0.11363636702299118
2.3026466369628906,0.11019284278154373,2.302351713180542,0.11363636702299118
2.3026506900787354,0.11019284278154373,2.3023524284362793,0.11363636702299118
2.302654981613159,0.11019284278154373,2.3023533821105957,0.11363636702299118
2.302659273147583,0.11019284278154373,2.302354335784912,0.11363636702299118
2.302663803100586,0.11019284278154373,2.3023550510406494,0.11363636702299118
2.3026680946350098,0.11019284278154373,2.302356004714966,0.11363636702299118
2.3026726245880127,0.11019284278154373,2.302356719970703,0.11363636702299118
