loss_train,accuracy_train,loss_val,accuracy_val
2.349006414413452,0.15625,2.3155181407928467,0.125
2.3376095294952393,0.125,2.2988929748535156,0.125
2.3273792266845703,0.125,2.321963310241699,0.125
2.334989547729492,0.125,2.3225245475769043,0.125
2.3196892738342285,0.125,2.3176963329315186,0.125
2.322390556335449,0.125,2.3176991939544678,0.125
2.295369863510132,0.171875,2.3243329524993896,0.125
2.3215041160583496,0.125,2.3583984375,0.0625
2.323162317276001,0.125,2.310997247695923,0.25
2.3128676414489746,0.09375,2.3269293308258057,0.125
2.3269529342651367,0.125,2.3346405029296875,0.125
2.328964948654175,0.125,2.3267529010772705,0.125
