loss_train,accuracy_train,loss_val,accuracy_val
2.3033432960510254,0.125,2.292592763900757,0.125
2.2924325466156006,0.125,2.2909250259399414,0.125
2.2906787395477295,0.125,2.290536403656006,0.125
2.2903099060058594,0.125,2.2906134128570557,0.125
2.2903854846954346,0.125,2.290900945663452,0.125
2.2906711101531982,0.125,2.291295289993286,0.125
2.291067123413086,0.125,2.2917439937591553,0.125
2.2915191650390625,0.125,2.2922165393829346,0.125
2.2919955253601074,0.125,2.292694330215454,0.125
2.2924773693084717,0.125,2.293166399002075,0.125
2.2929537296295166,0.125,2.293626308441162,0.125
2.2934181690216064,0.125,2.2940707206726074,0.125
2.2938671112060547,0.125,2.2944979667663574,0.125
