loss_train,accuracy_train,loss_val,accuracy_val
2.3053650856018066,0.11019284278154373,2.302408456802368,0.11363636702299118
2.302889108657837,0.11019284278154373,2.3023605346679688,0.11363636702299118
2.3026938438415527,0.11019284278154373,2.3023500442504883,0.11363636702299118
2.3026492595672607,0.11019284278154373,2.3023481369018555,0.11363636702299118
2.3026394844055176,0.11019284278154373,2.3023481369018555,0.11363636702299118
2.3026394844055176,0.11019284278154373,2.3023488521575928,0.11363636702299118
2.302642345428467,0.11019284278154373,2.302349805831909,0.11363636702299118
2.3026459217071533,0.11019284278154373,2.3023505210876465,0.11363636702299118
2.302649974822998,0.11019284278154373,2.302351474761963,0.11363636702299118
2.302654266357422,0.11019284278154373,2.3023521900177,0.11363636702299118
2.3026585578918457,0.11019284278154373,2.3023531436920166,0.11363636702299118
2.3026628494262695,0.11019284278154373,2.302353858947754,0.11363636702299118
2.3026673793792725,0.11019284278154373,2.302354574203491,0.11363636702299118
2.3026719093322754,0.11019284278154373,2.3023555278778076,0.11363636702299118
